layer,split,accuracy
1,0,0.35714285714285715
1,1,0.42857142857142855
1,2,0.8571428571428571
1,3,0.5
1,4,0.42857142857142855
2,0,0.5
2,1,0.42857142857142855
2,2,0.8571428571428571
2,3,0.5
2,4,0.5
3,0,0.5
3,1,0.6428571428571428
3,2,0.5
3,3,0.7142857142857143
3,4,0.4285714285714286
4,0,0.5714285714285714
4,1,0.5
4,2,0.5714285714285714
4,3,0.2857142857142857
4,4,0.7857142857142857
5,0,0.2857142857142857
5,1,0.35714285714285715
5,2,0.7142857142857143
5,3,0.5
5,4,0.6428571428571429
6,0,0.42857142857142855
6,1,0.5714285714285714
6,2,0.7142857142857143
6,3,0.35714285714285715
6,4,0.5714285714285714
7,0,0.6428571428571429
7,1,0.5714285714285714
7,2,0.35714285714285715
7,3,0.2857142857142857
7,4,0.6428571428571429
8,0,0.35714285714285715
8,1,0.6428571428571429
8,2,0.5714285714285714
8,3,0.5
8,4,0.5714285714285714
9,0,0.42857142857142855
9,1,0.35714285714285715
9,2,0.5714285714285714
9,3,0.5
9,4,0.6428571428571429
10,0,0.35714285714285715
10,1,0.5
10,2,0.35714285714285715
10,3,0.5714285714285714
10,4,0.7142857142857143
11,0,0.5714285714285714
11,1,0.6428571428571429
11,2,0.35714285714285715
11,3,0.7142857142857143
11,4,0.5714285714285714
12,0,0.42857142857142855
12,1,0.5714285714285714
12,2,0.5714285714285714
12,3,0.5714285714285714
12,4,0.5
13,0,0.5714285714285714
13,1,0.5714285714285714
13,2,0.7142857142857143
13,3,0.5714285714285714
13,4,0.5714285714285714
14,0,0.5
14,1,0.5
14,2,0.6428571428571429
14,3,0.42857142857142855
14,4,0.6428571428571429
15,0,0.7142857142857143
15,1,0.35714285714285715
15,2,0.5
15,3,0.42857142857142855
15,4,0.5
16,0,0.4285714285714286
16,1,0.5
16,2,0.7857142857142857
16,3,0.5
16,4,0.5
