layer,split,accuracy
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
1,0,0.8571428571428571
1,1,0.42857142857142855
1,2,0.5
1,3,0.21428571428571427
1,4,0.5714285714285714
2,0,0.8571428571428571
2,1,0.7142857142857143
2,2,0.6428571428571429
2,3,0.5714285714285714
2,4,0.6428571428571429
3,0,0.8571428571428571
3,1,0.7142857142857143
3,2,0.7142857142857143
3,3,0.7142857142857143
3,4,0.7142857142857143
4,0,0.9285714285714286
4,1,0.6428571428571429
4,2,0.7857142857142857
4,3,0.7142857142857143
4,4,0.8571428571428571
5,0,1.0
5,1,0.6428571428571429
5,2,0.7142857142857143
5,3,0.6428571428571429
5,4,0.8571428571428571
6,0,1.0
6,1,0.6428571428571429
6,2,0.7857142857142857
6,3,0.7857142857142857
6,4,0.8571428571428571
7,0,0.9285714285714286
7,1,0.7142857142857143
7,2,0.7142857142857143
7,3,0.6428571428571429
7,4,0.9285714285714286
8,0,0.9285714285714286
8,1,0.7857142857142857
8,2,0.7142857142857143
8,3,0.7142857142857143
8,4,0.9285714285714286
9,0,0.9285714285714286
9,1,0.7142857142857143
9,2,0.6428571428571429
9,3,0.8571428571428571
9,4,0.9285714285714286
10,0,0.8571428571428571
10,1,0.7142857142857143
10,2,0.7142857142857143
10,3,0.7857142857142857
10,4,0.8571428571428571
11,0,0.8571428571428571
11,1,0.5
11,2,0.7142857142857143
11,3,0.7142857142857143
11,4,0.9285714285714286
12,0,0.8571428571428571
12,1,0.5
12,2,0.6428571428571429
12,3,0.7142857142857143
12,4,0.8571428571428571
13,0,0.8571428571428571
13,1,0.5
13,2,0.5714285714285714
13,3,0.7857142857142857
13,4,0.8571428571428571
14,0,0.8571428571428571
14,1,0.6428571428571429
14,2,0.6428571428571429
14,3,0.7857142857142857
14,4,0.8571428571428571
15,0,0.8571428571428571
15,1,0.5714285714285714
15,2,0.6428571428571429
15,3,0.7142857142857143
15,4,0.8571428571428571
16,0,0.8571428571428571
16,1,0.5714285714285714
16,2,0.6428571428571429
16,3,0.5714285714285714
16,4,0.7857142857142857
