layer,split,accuracy
1,0,0.5714285714285714
1,1,0.4285714285714286
1,2,0.7857142857142857
1,3,0.5
1,4,0.3571428571428571
2,0,0.5714285714285714
2,1,0.6428571428571429
2,2,0.5714285714285714
2,3,0.35714285714285715
2,4,0.7857142857142857
3,0,0.5714285714285714
3,1,0.4285714285714286
3,2,0.7142857142857143
3,3,0.5
3,4,0.5
4,0,0.42857142857142855
4,1,0.6428571428571429
4,2,0.42857142857142855
4,3,0.5
4,4,0.8571428571428571
5,0,0.5
5,1,0.7857142857142857
5,2,0.6428571428571429
5,3,0.5714285714285714
5,4,0.6428571428571429
6,0,0.6428571428571429
6,1,0.5714285714285714
6,2,0.5
6,3,0.5714285714285714
6,4,0.6428571428571429
7,0,0.5714285714285714
7,1,0.42857142857142855
7,2,0.7857142857142857
7,3,0.7142857142857143
7,4,0.5714285714285714
8,0,0.5714285714285714
8,1,0.5714285714285714
8,2,0.5
8,3,0.35714285714285715
8,4,0.6428571428571429
9,0,0.42857142857142855
9,1,0.7857142857142857
9,2,0.5714285714285714
9,3,0.6428571428571429
9,4,0.6428571428571429
10,0,0.42857142857142855
10,1,0.6428571428571429
10,2,0.6428571428571429
10,3,0.5
10,4,0.5714285714285714
11,0,0.7142857142857143
11,1,0.4285714285714286
11,2,0.5714285714285714
11,3,0.5
11,4,0.5
12,0,0.7142857142857143
12,1,0.3571428571428571
12,2,0.4285714285714286
12,3,0.5714285714285714
12,4,0.6428571428571428
13,0,0.35714285714285715
13,1,0.5714285714285714
13,2,0.2857142857142857
13,3,0.6428571428571429
13,4,0.7142857142857143
14,0,0.42857142857142855
14,1,0.42857142857142855
14,2,0.35714285714285715
14,3,0.7857142857142857
14,4,0.7142857142857143
15,0,0.5
15,1,0.5
15,2,0.5
15,3,0.8571428571428571
15,4,0.7142857142857143
16,0,0.35714285714285715
16,1,0.5
16,2,0.5
16,3,0.7857142857142857
16,4,0.6428571428571429
17,0,0.8571428571428572
17,1,0.5714285714285714
17,2,0.6428571428571428
17,3,0.5
17,4,0.5714285714285714
18,0,0.7857142857142857
18,1,0.3571428571428571
18,2,0.6428571428571428
18,3,0.5714285714285714
18,4,0.3571428571428571
19,0,0.8571428571428572
19,1,0.5
19,2,0.5714285714285714
19,3,0.5
19,4,0.4285714285714286
20,0,0.6428571428571428
20,1,0.5
20,2,0.5714285714285714
20,3,0.7857142857142857
20,4,0.2857142857142857
21,0,0.9285714285714286
21,1,0.6428571428571428
21,2,0.7142857142857143
21,3,0.6428571428571428
21,4,0.7142857142857143
22,0,0.8571428571428572
22,1,0.4285714285714286
22,2,0.5714285714285714
22,3,0.6428571428571428
22,4,0.5714285714285714
23,0,0.9285714285714286
23,1,0.3571428571428571
23,2,0.5714285714285714
23,3,0.5
23,4,0.5714285714285714
24,0,0.8571428571428572
24,1,0.5
24,2,0.5
24,3,0.7142857142857143
24,4,0.7142857142857143
25,0,0.8571428571428572
25,1,0.6428571428571428
25,2,0.5714285714285714
25,3,0.7142857142857143
25,4,0.5714285714285714
26,0,0.9285714285714286
26,1,0.6428571428571428
26,2,0.5714285714285714
26,3,0.7142857142857143
26,4,0.6428571428571428
27,0,0.8571428571428572
27,1,0.5714285714285714
27,2,0.5
27,3,0.7142857142857143
27,4,0.7142857142857143
28,0,0.7142857142857143
28,1,0.3571428571428571
28,2,0.5714285714285714
28,3,0.6428571428571428
28,4,0.5714285714285714
