layer,split,accuracy
1,0,0.7142857142857143
1,1,0.5714285714285714
1,2,0.5
1,3,0.5
1,4,0.5
2,0,0.8571428571428571
2,1,0.7142857142857143
2,2,0.6428571428571429
2,3,0.5714285714285714
2,4,0.9285714285714286
3,0,0.42857142857142855
3,1,0.5
3,2,0.5714285714285714
3,3,0.5
3,4,0.5714285714285714
4,0,0.5714285714285714
4,1,0.5714285714285714
4,2,0.5714285714285714
4,3,0.5714285714285714
4,4,0.5
5,0,0.5714285714285714
5,1,0.5
5,2,0.7857142857142857
5,3,0.7142857142857143
5,4,0.7142857142857143
6,0,0.7142857142857143
6,1,0.8571428571428571
6,2,0.8571428571428571
6,3,0.8571428571428571
6,4,0.8571428571428571
7,0,0.7857142857142857
7,1,0.42857142857142855
7,2,0.5714285714285714
7,3,0.8571428571428571
7,4,0.7142857142857143
8,0,0.6428571428571428
8,1,0.6428571428571428
8,2,0.7857142857142857
8,3,0.5714285714285714
8,4,0.6428571428571428
9,0,0.5
9,1,0.35714285714285715
9,2,0.7142857142857143
9,3,0.42857142857142855
9,4,0.6428571428571429
10,0,0.9285714285714286
10,1,1.0
10,2,0.7857142857142857
10,3,0.7857142857142857
10,4,0.8571428571428571
11,0,0.6428571428571428
11,1,0.4285714285714286
11,2,0.5
11,3,0.7142857142857143
11,4,0.4285714285714286
12,0,0.6428571428571429
12,1,0.5714285714285714
12,2,0.6428571428571429
12,3,0.5
12,4,0.6428571428571429
13,0,0.5714285714285714
13,1,0.5
13,2,0.7142857142857143
13,3,0.6428571428571429
13,4,0.7142857142857143
14,0,0.8571428571428571
14,1,0.5714285714285714
14,2,0.7857142857142857
14,3,0.8571428571428571
14,4,0.8571428571428571
15,0,0.6428571428571429
15,1,0.6428571428571429
15,2,0.7857142857142857
15,3,0.7142857142857143
15,4,0.7142857142857143
16,0,0.5
16,1,0.5714285714285714
16,2,0.6428571428571429
16,3,0.7857142857142857
16,4,0.6428571428571429
17,0,0.5714285714285714
17,1,0.6428571428571428
17,2,0.5
17,3,0.7142857142857143
17,4,0.5714285714285714
18,0,0.5
18,1,0.8571428571428571
18,2,0.6428571428571429
18,3,0.6428571428571429
18,4,0.5
19,0,0.5
19,1,0.6428571428571429
19,2,0.5
19,3,0.7142857142857143
19,4,0.5714285714285714
20,0,0.6428571428571428
20,1,0.6428571428571428
20,2,0.7142857142857143
20,3,0.6428571428571428
20,4,0.5
21,0,0.7857142857142857
21,1,0.6428571428571428
21,2,0.7142857142857143
21,3,0.7857142857142857
21,4,0.8571428571428572
22,0,0.8571428571428572
22,1,0.7857142857142857
22,2,0.7142857142857143
22,3,0.8571428571428572
22,4,0.6428571428571428
23,0,0.8571428571428572
23,1,0.7857142857142857
23,2,0.8571428571428572
23,3,0.8571428571428572
23,4,0.7857142857142857
24,0,0.8571428571428572
24,1,0.7142857142857143
24,2,0.9285714285714286
24,3,0.8571428571428572
24,4,0.6428571428571428
25,0,0.7142857142857143
25,1,0.7857142857142857
25,2,0.5
25,3,0.6428571428571428
25,4,0.7857142857142857
26,0,0.7142857142857143
26,1,0.7142857142857143
26,2,0.5
26,3,0.6428571428571428
26,4,0.7142857142857143
27,0,0.7142857142857143
27,1,0.6428571428571428
27,2,0.4285714285714286
27,3,0.7142857142857143
27,4,0.6428571428571428
28,0,0.9285714285714286
28,1,0.8571428571428572
28,2,0.6428571428571428
28,3,0.7857142857142857
28,4,0.7142857142857143
