layer,split,accuracy
1,0,0.5714285714285714
1,1,0.5714285714285714
1,2,0.42857142857142855
1,3,0.35714285714285715
1,4,0.5714285714285714
2,0,0.5
2,1,0.7857142857142857
2,2,0.5714285714285714
2,3,0.6428571428571429
2,4,0.7142857142857143
3,0,0.7142857142857143
3,1,0.6428571428571428
3,2,0.8571428571428572
3,3,0.7142857142857143
3,4,0.6428571428571428
4,0,0.5714285714285714
4,1,0.42857142857142855
4,2,0.42857142857142855
4,3,0.5714285714285714
4,4,0.6428571428571429
5,0,0.8571428571428572
5,1,0.7857142857142857
5,2,1.0
5,3,0.9285714285714286
5,4,0.7142857142857143
6,0,0.5714285714285714
6,1,0.6428571428571428
6,2,0.8571428571428572
6,3,0.8571428571428572
6,4,0.5714285714285714
7,0,0.9285714285714286
7,1,0.9285714285714286
7,2,1.0
7,3,0.9285714285714286
7,4,1.0
8,0,0.6428571428571428
8,1,0.8571428571428572
8,2,0.5714285714285714
8,3,0.6428571428571428
8,4,0.5714285714285714
9,0,0.8571428571428572
9,1,0.7857142857142857
9,2,0.8571428571428572
9,3,0.7857142857142857
9,4,0.8571428571428572
10,0,1.0
10,1,0.8571428571428572
10,2,0.9285714285714286
10,3,0.8571428571428572
10,4,0.7857142857142857
11,0,0.7857142857142857
11,1,0.5714285714285714
11,2,0.6428571428571428
11,3,0.5714285714285714
11,4,0.6428571428571428
12,0,0.9285714285714286
12,1,0.8571428571428572
12,2,0.8571428571428572
12,3,0.8571428571428572
12,4,0.6428571428571428
13,0,0.4285714285714286
13,1,0.6428571428571428
13,2,0.5
13,3,0.5714285714285714
13,4,0.6428571428571428
14,0,0.8571428571428572
14,1,0.7142857142857143
14,2,0.7142857142857143
14,3,0.6428571428571428
14,4,0.8571428571428572
15,0,0.9285714285714286
15,1,0.9285714285714286
15,2,0.7142857142857143
15,3,0.7142857142857143
15,4,0.7857142857142857
16,0,0.7142857142857143
16,1,0.8571428571428572
16,2,0.6428571428571428
16,3,0.7857142857142857
16,4,0.7857142857142857
