layer,split,accuracy
1,0,0.5
1,1,0.5714285714285714
1,2,0.5714285714285714
1,3,0.5
1,4,0.7142857142857143
2,0,0.5714285714285714
2,1,0.7142857142857143
2,2,0.3571428571428571
2,3,0.2142857142857143
2,4,0.7142857142857143
3,0,0.5714285714285714
3,1,0.5714285714285714
3,2,0.4285714285714286
3,3,0.5714285714285714
3,4,0.7857142857142857
4,0,0.7142857142857143
4,1,0.42857142857142855
4,2,0.5714285714285714
4,3,0.35714285714285715
4,4,0.5
5,0,0.5
5,1,0.5
5,2,0.6428571428571428
5,3,0.5714285714285714
5,4,0.7142857142857143
6,0,0.5
6,1,0.7142857142857143
6,2,0.6428571428571428
6,3,0.4285714285714286
6,4,0.7142857142857143
7,0,0.42857142857142855
7,1,0.5
7,2,0.5
7,3,0.6428571428571429
7,4,0.42857142857142855
8,0,0.7142857142857143
8,1,0.7142857142857143
8,2,0.5714285714285714
8,3,0.5
8,4,0.6428571428571428
9,0,0.7142857142857143
9,1,0.6428571428571428
9,2,0.5714285714285714
9,3,0.5714285714285714
9,4,0.6428571428571428
10,0,0.7142857142857143
10,1,0.7857142857142857
10,2,0.7142857142857143
10,3,0.5
10,4,0.6428571428571428
11,0,0.5714285714285714
11,1,0.6428571428571429
11,2,0.6428571428571429
11,3,0.5
11,4,0.6428571428571429
12,0,0.5
12,1,0.5714285714285714
12,2,0.7142857142857143
12,3,0.6428571428571428
12,4,0.6428571428571428
13,0,0.6428571428571428
13,1,0.6428571428571428
13,2,0.7142857142857143
13,3,0.8571428571428572
13,4,0.5714285714285714
14,0,0.5714285714285714
14,1,0.5
14,2,0.5
14,3,0.5714285714285714
14,4,0.6428571428571429
15,0,0.5714285714285714
15,1,0.5714285714285714
15,2,0.35714285714285715
15,3,0.7142857142857143
15,4,0.7142857142857143
16,0,0.6428571428571428
16,1,0.5
16,2,0.5714285714285714
16,3,0.6428571428571428
16,4,0.3571428571428571
17,0,0.4285714285714286
17,1,0.3571428571428571
17,2,0.7857142857142857
17,3,0.5
17,4,0.5
18,0,0.5
18,1,0.42857142857142855
18,2,0.42857142857142855
18,3,0.7857142857142857
18,4,0.7142857142857143
19,0,0.7142857142857143
19,1,0.42857142857142855
19,2,0.2857142857142857
19,3,0.5
19,4,0.5714285714285714
20,0,0.5
20,1,0.6428571428571429
20,2,0.42857142857142855
20,3,0.5714285714285714
20,4,0.42857142857142855
21,0,0.4285714285714286
21,1,0.5
21,2,0.5714285714285714
21,3,0.4285714285714286
21,4,0.5714285714285714
22,0,0.6428571428571429
22,1,0.7142857142857143
22,2,0.5
22,3,0.5714285714285714
22,4,0.7142857142857143
23,0,0.42857142857142855
23,1,0.5714285714285714
23,2,0.42857142857142855
23,3,0.7142857142857143
23,4,0.7857142857142857
24,0,0.5
24,1,0.6428571428571428
24,2,0.5714285714285714
24,3,0.5
24,4,0.4285714285714286
25,0,0.5
25,1,0.5
25,2,0.5
25,3,0.4285714285714286
25,4,0.6428571428571428
26,0,0.5714285714285714
26,1,0.5
26,2,0.5714285714285714
26,3,0.5
26,4,0.7142857142857143
27,0,0.6428571428571429
27,1,0.5714285714285714
27,2,0.6428571428571429
27,3,0.7857142857142857
27,4,0.7857142857142857
28,0,0.42857142857142855
28,1,0.6428571428571429
28,2,0.6428571428571429
28,3,0.8571428571428571
28,4,0.7142857142857143
29,0,0.5714285714285714
29,1,0.6428571428571429
29,2,0.5
29,3,0.6428571428571429
29,4,0.5714285714285714
30,0,0.42857142857142855
30,1,0.7142857142857143
30,2,0.5714285714285714
30,3,0.5
30,4,0.5
31,0,0.42857142857142855
31,1,0.5714285714285714
31,2,0.42857142857142855
31,3,0.5714285714285714
31,4,0.6428571428571429
32,0,0.5714285714285714
32,1,0.6428571428571429
32,2,0.7857142857142857
32,3,0.8571428571428571
32,4,0.7142857142857143
33,0,0.5
33,1,0.7857142857142857
33,2,0.42857142857142855
33,3,0.7142857142857143
33,4,0.7857142857142857
34,0,0.7142857142857143
34,1,0.6428571428571429
34,2,0.5
34,3,0.6428571428571429
34,4,0.5714285714285714
35,0,0.42857142857142855
35,1,0.7142857142857143
35,2,0.5714285714285714
35,3,0.7857142857142857
35,4,0.5714285714285714
36,0,0.5714285714285714
36,1,0.42857142857142855
36,2,0.35714285714285715
36,3,0.6428571428571429
36,4,0.6428571428571429
37,0,0.5714285714285714
37,1,0.6428571428571429
37,2,0.21428571428571427
37,3,0.7857142857142857
37,4,0.5
38,0,0.7857142857142857
38,1,0.7857142857142857
38,2,0.5
38,3,0.8571428571428571
38,4,0.6428571428571429
39,0,0.7142857142857143
39,1,0.5714285714285714
39,2,0.5
39,3,0.7857142857142857
39,4,0.6428571428571429
40,0,0.5
40,1,0.5714285714285714
40,2,0.42857142857142855
40,3,0.6428571428571429
40,4,0.7857142857142857
