layer,split,accuracy
1,0,0.6428571428571429
1,1,0.5714285714285714
1,2,0.42857142857142855
1,3,0.6428571428571429
1,4,0.5
2,0,0.5
2,1,0.5
2,2,0.5
2,3,0.5
2,4,0.5714285714285714
3,0,0.7142857142857143
3,1,0.6428571428571428
3,2,0.4285714285714286
3,3,0.5
3,4,0.4285714285714286
4,0,0.5714285714285714
4,1,0.6428571428571428
4,2,0.5
4,3,0.5714285714285714
4,4,0.3571428571428571
5,0,0.7142857142857143
5,1,0.7857142857142857
5,2,0.6428571428571428
5,3,0.7142857142857143
5,4,0.2857142857142857
6,0,0.8571428571428572
6,1,0.5
6,2,0.4285714285714286
6,3,0.5
6,4,0.5714285714285714
7,0,0.9285714285714286
7,1,0.6428571428571428
7,2,0.5714285714285714
7,3,0.7142857142857143
7,4,0.7142857142857143
8,0,0.7857142857142857
8,1,0.5714285714285714
8,2,0.5714285714285714
8,3,0.7857142857142857
8,4,0.5714285714285714
9,0,0.8571428571428572
9,1,0.5714285714285714
9,2,0.7857142857142857
9,3,0.6428571428571428
9,4,0.3571428571428571
10,0,0.8571428571428572
10,1,0.5
10,2,0.7142857142857143
10,3,0.7142857142857143
10,4,0.4285714285714286
11,0,0.6428571428571429
11,1,0.6428571428571429
11,2,0.5
11,3,0.7857142857142857
11,4,0.8571428571428571
12,0,0.7142857142857143
12,1,0.5
12,2,0.5714285714285714
12,3,0.42857142857142855
12,4,0.7857142857142857
13,0,0.7857142857142857
13,1,0.42857142857142855
13,2,0.5
13,3,0.7142857142857143
13,4,0.8571428571428571
14,0,0.7142857142857143
14,1,0.6428571428571429
14,2,0.0
14,3,0.6428571428571429
14,4,0.5714285714285714
15,0,0.7142857142857143
15,1,0.5
15,2,0.07142857142857142
15,3,0.6428571428571429
15,4,0.7142857142857143
16,0,0.5714285714285714
16,1,0.5714285714285714
16,2,0.7142857142857143
16,3,0.8571428571428571
16,4,0.7857142857142857
17,0,0.7857142857142857
17,1,0.7142857142857143
17,2,0.42857142857142855
17,3,1.0
17,4,0.8571428571428571
18,0,0.7142857142857143
18,1,0.6428571428571428
18,2,0.9285714285714286
18,3,0.4285714285714286
18,4,0.7857142857142857
19,0,0.7857142857142857
19,1,0.6428571428571429
19,2,0.5714285714285714
19,3,0.7142857142857143
19,4,0.6428571428571429
20,0,0.5
20,1,0.6428571428571428
20,2,0.8571428571428572
20,3,0.7142857142857143
20,4,0.5
21,0,0.6428571428571428
21,1,0.8571428571428572
21,2,0.8571428571428572
21,3,0.8571428571428572
21,4,0.8571428571428572
22,0,0.4285714285714286
22,1,0.6428571428571428
22,2,1.0
22,3,0.4285714285714286
22,4,0.7142857142857143
23,0,0.7857142857142857
23,1,0.5
23,2,0.6428571428571429
23,3,0.7142857142857143
23,4,0.7857142857142857
24,0,0.5
24,1,0.7142857142857143
24,2,0.6428571428571428
24,3,0.7142857142857143
24,4,0.5714285714285714
25,0,0.6428571428571428
25,1,0.7857142857142857
25,2,0.5
25,3,0.5714285714285714
25,4,0.7142857142857143
26,0,0.8571428571428571
26,1,0.5
26,2,0.5
26,3,0.42857142857142855
26,4,0.5714285714285714
