layer,split,accuracy
1,0,0.5
1,1,0.5714285714285714
1,2,0.2857142857142857
1,3,0.7142857142857143
1,4,0.6428571428571429
2,0,0.2857142857142857
2,1,0.5714285714285714
2,2,0.6428571428571429
2,3,0.42857142857142855
2,4,0.6428571428571429
3,0,0.7142857142857143
3,1,0.7857142857142857
3,2,0.5714285714285714
3,3,0.5
3,4,0.3571428571428571
4,0,0.7142857142857143
4,1,0.6428571428571428
4,2,0.5714285714285714
4,3,0.5
4,4,0.5714285714285714
5,0,0.8571428571428572
5,1,0.7142857142857143
5,2,0.6428571428571428
5,3,0.6428571428571428
5,4,0.3571428571428571
6,0,0.7142857142857143
6,1,0.7857142857142857
6,2,0.5
6,3,0.4285714285714286
6,4,0.6428571428571428
7,0,0.7142857142857143
7,1,0.7142857142857143
7,2,0.4285714285714286
7,3,0.2857142857142857
7,4,0.6428571428571428
8,0,0.7142857142857143
8,1,0.5714285714285714
8,2,0.5714285714285714
8,3,0.5714285714285714
8,4,0.5
9,0,0.7857142857142857
9,1,0.5714285714285714
9,2,0.5714285714285714
9,3,0.3571428571428571
9,4,0.5714285714285714
10,0,0.9285714285714286
10,1,0.5
10,2,0.5714285714285714
10,3,0.7857142857142857
10,4,0.5
11,0,0.42857142857142855
11,1,0.35714285714285715
11,2,0.42857142857142855
11,3,0.5714285714285714
11,4,0.7142857142857143
12,0,0.35714285714285715
12,1,0.5714285714285714
12,2,0.5
12,3,0.5
12,4,0.6428571428571429
13,0,0.6428571428571429
13,1,0.5
13,2,0.5714285714285714
13,3,0.5714285714285714
13,4,0.7142857142857143
14,0,0.8571428571428571
14,1,0.5
14,2,0.42857142857142855
14,3,0.35714285714285715
14,4,0.6428571428571429
15,0,0.4285714285714286
15,1,0.6428571428571428
15,2,0.7857142857142857
15,3,0.5
15,4,0.4285714285714286
16,0,0.5
16,1,0.8571428571428572
16,2,0.5714285714285714
16,3,0.5714285714285714
16,4,0.3571428571428571
17,0,0.7142857142857143
17,1,0.21428571428571427
17,2,0.2857142857142857
17,3,0.7142857142857143
17,4,0.5714285714285714
18,0,0.8571428571428571
18,1,0.42857142857142855
18,2,0.35714285714285715
18,3,0.5
18,4,0.6428571428571429
19,0,0.2857142857142857
19,1,0.6428571428571428
19,2,0.6428571428571428
19,3,0.6428571428571428
19,4,0.3571428571428571
20,0,0.8571428571428571
20,1,0.35714285714285715
20,2,0.42857142857142855
20,3,0.5
20,4,0.42857142857142855
21,0,0.1428571428571429
21,1,0.6428571428571428
21,2,0.5
21,3,0.7142857142857143
21,4,0.5714285714285714
22,0,0.7857142857142857
22,1,0.42857142857142855
22,2,0.5714285714285714
22,3,0.5
22,4,0.5
23,0,0.7857142857142857
23,1,0.5714285714285714
23,2,0.5
23,3,0.2857142857142857
23,4,0.5
24,0,0.7142857142857143
24,1,0.5714285714285714
24,2,0.5
24,3,0.42857142857142855
24,4,0.5714285714285714
25,0,0.7857142857142857
25,1,0.6428571428571429
25,2,0.5714285714285714
25,3,0.5714285714285714
25,4,0.5
26,0,0.9285714285714286
26,1,0.7142857142857143
26,2,0.7142857142857143
26,3,0.5
26,4,0.7142857142857143
