layer,split,accuracy
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
1,0,0.6428571428571429
1,1,0.35714285714285715
1,2,0.7142857142857143
1,3,0.2857142857142857
1,4,0.7142857142857143
2,0,1.0
2,1,0.9285714285714286
2,2,0.9285714285714286
2,3,0.9285714285714286
2,4,0.7857142857142857
3,0,1.0
3,1,1.0
3,2,1.0
3,3,1.0
3,4,0.9285714285714286
4,0,1.0
4,1,1.0
4,2,1.0
4,3,1.0
4,4,1.0
5,0,1.0
5,1,1.0
5,2,1.0
5,3,1.0
5,4,1.0
6,0,1.0
6,1,1.0
6,2,1.0
6,3,1.0
6,4,1.0
7,0,1.0
7,1,1.0
7,2,1.0
7,3,1.0
7,4,1.0
8,0,1.0
8,1,1.0
8,2,1.0
8,3,1.0
8,4,1.0
9,0,1.0
9,1,1.0
9,2,1.0
9,3,1.0
9,4,1.0
10,0,1.0
10,1,1.0
10,2,1.0
10,3,1.0
10,4,1.0
11,0,1.0
11,1,1.0
11,2,1.0
11,3,1.0
11,4,1.0
12,0,1.0
12,1,1.0
12,2,1.0
12,3,1.0
12,4,1.0
13,0,1.0
13,1,1.0
13,2,1.0
13,3,1.0
13,4,1.0
14,0,1.0
14,1,1.0
14,2,1.0
14,3,1.0
14,4,1.0
15,0,1.0
15,1,1.0
15,2,1.0
15,3,1.0
15,4,1.0
16,0,1.0
16,1,1.0
16,2,1.0
16,3,1.0
16,4,1.0
