,train_feature,fold,layer,condition,accuracy
616,improbable,1,19,impossible,0.8214285714285714
617,improbable,1,19,inconceivable,0.7857142857142857
618,improbable,1,19,syntactic,0.7857142857142857
619,improbable,1,19,train,0.8303571428571429
620,improbable,1,20,improbable,0.6071428571428571
621,improbable,1,20,impossible,0.6785714285714286
622,improbable,1,20,inconceivable,0.75
623,improbable,1,20,syntactic,0.75
624,improbable,1,20,train,0.8392857142857143
625,improbable,1,21,improbable,0.6785714285714286
626,improbable,1,21,impossible,0.7142857142857143
627,improbable,1,21,inconceivable,0.8214285714285714
628,improbable,1,21,syntactic,0.75
629,improbable,1,21,train,0.8303571428571429
630,improbable,1,22,improbable,0.7142857142857143
631,improbable,1,22,impossible,0.6428571428571429
632,improbable,1,22,inconceivable,0.8571428571428571
633,improbable,1,22,syntactic,0.7857142857142857
634,improbable,1,22,train,0.8125
635,improbable,1,23,improbable,0.4642857142857143
636,improbable,1,23,impossible,0.6785714285714286
637,improbable,1,23,inconceivable,0.6785714285714286
638,improbable,1,23,syntactic,0.7857142857142857
639,improbable,1,23,train,0.8482142857142857
640,improbable,1,24,improbable,0.6428571428571429
641,improbable,1,24,impossible,0.6785714285714286
642,improbable,1,24,inconceivable,0.8928571428571429
643,improbable,1,24,syntactic,0.6785714285714286
644,improbable,1,24,train,0.8125
645,improbable,1,25,improbable,0.7142857142857143
646,improbable,1,25,impossible,0.6785714285714286
647,improbable,1,25,inconceivable,0.7142857142857143
648,improbable,1,25,syntactic,0.7142857142857143
649,improbable,1,25,train,0.7946428571428571
650,impossible,1,0,improbable,0.42857142857142855
651,impossible,1,0,impossible,0.6785714285714286
652,impossible,1,0,inconceivable,0.39285714285714285
653,impossible,1,0,syntactic,0.5357142857142857
654,impossible,1,0,train,0.7946428571428571
655,impossible,1,1,improbable,0.5357142857142857
656,impossible,1,1,impossible,0.6785714285714286
657,impossible,1,1,inconceivable,0.75
658,impossible,1,1,syntactic,0.8571428571428571
659,impossible,1,1,train,0.8214285714285714
660,impossible,1,2,improbable,0.75
661,impossible,1,2,impossible,0.5
662,impossible,1,2,inconceivable,0.7857142857142857
663,impossible,1,2,syntactic,1.0
664,impossible,1,2,train,0.8482142857142857
665,impossible,1,3,improbable,0.5
666,impossible,1,3,impossible,0.5357142857142857
667,impossible,1,3,inconceivable,0.7857142857142857
668,impossible,1,3,syntactic,0.8928571428571429
669,impossible,1,3,train,0.8928571428571429
670,impossible,1,4,improbable,0.5
671,impossible,1,4,impossible,0.6428571428571429
672,impossible,1,4,inconceivable,0.8571428571428571
673,impossible,1,4,syntactic,0.9642857142857143
674,impossible,1,4,train,0.8571428571428571
675,impossible,1,5,improbable,0.5357142857142857
676,impossible,1,5,impossible,0.75
677,impossible,1,5,inconceivable,0.9285714285714286
678,impossible,1,5,syntactic,0.9642857142857143
679,impossible,1,5,train,0.8660714285714286
680,impossible,1,6,improbable,0.6785714285714286
681,impossible,1,6,impossible,0.6785714285714286
682,impossible,1,6,inconceivable,0.9642857142857143
683,impossible,1,6,syntactic,1.0
684,impossible,1,6,train,0.8928571428571429
685,impossible,1,7,improbable,0.6428571428571429
686,impossible,1,7,impossible,0.6785714285714286
687,impossible,1,7,inconceivable,0.9642857142857143
688,impossible,1,7,syntactic,0.9642857142857143
689,impossible,1,7,train,0.9375
690,impossible,1,8,improbable,0.75
691,impossible,1,8,impossible,0.7142857142857143
692,impossible,1,8,inconceivable,0.9642857142857143
693,impossible,1,8,syntactic,0.9285714285714286
694,impossible,1,8,train,0.9196428571428571
695,impossible,1,9,improbable,0.6428571428571429
696,impossible,1,9,impossible,0.7142857142857143
697,impossible,1,9,inconceivable,0.9642857142857143
698,impossible,1,9,syntactic,0.9642857142857143
699,impossible,1,9,train,0.8928571428571429
700,impossible,1,10,improbable,0.5357142857142857
701,impossible,1,10,impossible,0.8928571428571429
702,impossible,1,10,inconceivable,1.0
703,impossible,1,10,syntactic,0.9285714285714286
704,impossible,1,10,train,0.9107142857142857
705,impossible,1,11,improbable,0.7857142857142857
706,impossible,1,11,impossible,0.9285714285714286
707,impossible,1,11,inconceivable,1.0
708,impossible,1,11,syntactic,0.9642857142857143
709,impossible,1,11,train,0.9464285714285714
710,impossible,1,12,improbable,0.7857142857142857
711,impossible,1,12,impossible,0.8928571428571429
712,impossible,1,12,inconceivable,1.0
713,impossible,1,12,syntactic,0.9642857142857143
714,impossible,1,12,train,0.9464285714285714
715,impossible,1,13,improbable,0.7142857142857143
716,impossible,1,13,impossible,0.9285714285714286
717,impossible,1,13,inconceivable,1.0
718,impossible,1,13,syntactic,0.9642857142857143
719,impossible,1,13,train,0.9464285714285714
720,impossible,1,14,improbable,0.7142857142857143
721,impossible,1,14,impossible,0.8928571428571429
722,impossible,1,14,inconceivable,0.9642857142857143
723,impossible,1,14,syntactic,0.8928571428571429
724,impossible,1,14,train,0.9375
725,impossible,1,15,improbable,0.75
726,impossible,1,15,impossible,0.8214285714285714
727,impossible,1,15,inconceivable,0.9642857142857143
728,impossible,1,15,syntactic,0.8214285714285714
729,impossible,1,15,train,0.9553571428571429
730,impossible,1,16,improbable,0.7857142857142857
731,impossible,1,16,impossible,0.8571428571428571
732,impossible,1,16,inconceivable,0.9285714285714286
733,impossible,1,16,syntactic,0.9642857142857143
734,impossible,1,16,train,0.9285714285714286
735,impossible,1,17,improbable,0.5357142857142857
736,impossible,1,17,impossible,0.75
737,impossible,1,17,inconceivable,0.9642857142857143
738,impossible,1,17,syntactic,0.7857142857142857
739,impossible,1,17,train,0.9196428571428571
740,impossible,1,18,improbable,0.5714285714285714
741,impossible,1,18,impossible,0.8214285714285714
742,impossible,1,18,inconceivable,0.8928571428571429
743,impossible,1,18,syntactic,0.8928571428571429
744,impossible,1,18,train,0.9196428571428571
745,impossible,1,19,improbable,0.6428571428571429
746,impossible,1,19,impossible,0.6785714285714286
747,impossible,1,19,inconceivable,0.8214285714285714
748,impossible,1,19,syntactic,0.75
749,impossible,1,19,train,0.9375
750,impossible,1,20,improbable,0.6428571428571429
751,impossible,1,20,impossible,0.6785714285714286
752,impossible,1,20,inconceivable,0.9285714285714286
753,impossible,1,20,syntactic,0.8214285714285714
754,impossible,1,20,train,0.9375
755,impossible,1,21,improbable,0.6428571428571429
756,impossible,1,21,impossible,0.75
757,impossible,1,21,inconceivable,0.9285714285714286
758,impossible,1,21,syntactic,0.8571428571428571
759,impossible,1,21,train,0.9285714285714286
760,impossible,1,22,improbable,0.5714285714285714
761,impossible,1,22,impossible,0.75
762,impossible,1,22,inconceivable,0.8214285714285714
763,impossible,1,22,syntactic,0.8928571428571429
764,impossible,1,22,train,0.9285714285714286
765,impossible,1,23,improbable,0.6785714285714286
766,impossible,1,23,impossible,0.7142857142857143
767,impossible,1,23,inconceivable,0.8928571428571429
768,impossible,1,23,syntactic,0.8928571428571429
769,impossible,1,23,train,0.9375
770,impossible,1,24,improbable,0.4642857142857143
771,impossible,1,24,impossible,0.7857142857142857
772,impossible,1,24,inconceivable,0.8928571428571429
773,impossible,1,24,syntactic,0.8571428571428571
774,impossible,1,24,train,0.8928571428571429
775,impossible,1,25,improbable,0.5
776,impossible,1,25,impossible,0.6428571428571429
777,impossible,1,25,inconceivable,0.6785714285714286
778,impossible,1,25,syntactic,0.8571428571428571
779,impossible,1,25,train,0.9107142857142857
780,inconceivable,1,0,improbable,0.39285714285714285
781,inconceivable,1,0,impossible,0.4642857142857143
782,inconceivable,1,0,inconceivable,0.9285714285714286
783,inconceivable,1,0,syntactic,0.75
784,inconceivable,1,0,train,0.9285714285714286
785,inconceivable,1,1,improbable,0.42857142857142855
786,inconceivable,1,1,impossible,0.6785714285714286
787,inconceivable,1,1,inconceivable,0.75
788,inconceivable,1,1,syntactic,0.8214285714285714
789,inconceivable,1,1,train,0.8839285714285714
790,inconceivable,1,2,improbable,0.6428571428571429
791,inconceivable,1,2,impossible,0.6428571428571429
792,inconceivable,1,2,inconceivable,0.8571428571428571
793,inconceivable,1,2,syntactic,0.9642857142857143
794,inconceivable,1,2,train,0.8928571428571429
795,inconceivable,1,3,improbable,0.6071428571428571
796,inconceivable,1,3,impossible,0.5357142857142857
797,inconceivable,1,3,inconceivable,1.0
798,inconceivable,1,3,syntactic,1.0
799,inconceivable,1,3,train,0.9910714285714286
800,inconceivable,1,4,improbable,0.5357142857142857
801,inconceivable,1,4,impossible,0.6071428571428571
802,inconceivable,1,4,inconceivable,1.0
803,inconceivable,1,4,syntactic,1.0
804,inconceivable,1,4,train,0.9821428571428571
805,inconceivable,1,5,improbable,0.5714285714285714
806,inconceivable,1,5,impossible,0.6785714285714286
807,inconceivable,1,5,inconceivable,0.9642857142857143
808,inconceivable,1,5,syntactic,1.0
809,inconceivable,1,5,train,0.9910714285714286
810,inconceivable,1,6,improbable,0.5714285714285714
811,inconceivable,1,6,impossible,0.6071428571428571
812,inconceivable,1,6,inconceivable,0.9642857142857143
813,inconceivable,1,6,syntactic,1.0
814,inconceivable,1,6,train,0.9910714285714286
815,inconceivable,1,7,improbable,0.6071428571428571
816,inconceivable,1,7,impossible,0.6428571428571429
817,inconceivable,1,7,inconceivable,0.9642857142857143
818,inconceivable,1,7,syntactic,1.0
819,inconceivable,1,7,train,1.0
820,inconceivable,1,8,improbable,0.4642857142857143
821,inconceivable,1,8,impossible,0.7142857142857143
822,inconceivable,1,8,inconceivable,0.9642857142857143
823,inconceivable,1,8,syntactic,1.0
824,inconceivable,1,8,train,1.0
825,inconceivable,1,9,improbable,0.5714285714285714
826,inconceivable,1,9,impossible,0.6428571428571429
827,inconceivable,1,9,inconceivable,0.9642857142857143
828,inconceivable,1,9,syntactic,1.0
829,inconceivable,1,9,train,1.0
830,inconceivable,1,10,improbable,0.5714285714285714
831,inconceivable,1,10,impossible,0.7142857142857143
832,inconceivable,1,10,inconceivable,1.0
833,inconceivable,1,10,syntactic,1.0
834,inconceivable,1,10,train,1.0
835,inconceivable,1,11,improbable,0.7142857142857143
836,inconceivable,1,11,impossible,0.7857142857142857
837,inconceivable,1,11,inconceivable,1.0
838,inconceivable,1,11,syntactic,1.0
839,inconceivable,1,11,train,1.0
840,inconceivable,1,12,improbable,0.7142857142857143
841,inconceivable,1,12,impossible,0.8214285714285714
842,inconceivable,1,12,inconceivable,1.0
843,inconceivable,1,12,syntactic,1.0
844,inconceivable,1,12,train,1.0
845,inconceivable,1,13,improbable,0.5714285714285714
846,inconceivable,1,13,impossible,0.8571428571428571
847,inconceivable,1,13,inconceivable,1.0
848,inconceivable,1,13,syntactic,1.0
849,inconceivable,1,13,train,1.0
850,inconceivable,1,14,improbable,0.5714285714285714
851,inconceivable,1,14,impossible,0.8571428571428571
852,inconceivable,1,14,inconceivable,1.0
853,inconceivable,1,14,syntactic,1.0
854,inconceivable,1,14,train,1.0
855,inconceivable,1,15,improbable,0.5714285714285714
856,inconceivable,1,15,impossible,0.75
857,inconceivable,1,15,inconceivable,0.9285714285714286
858,inconceivable,1,15,syntactic,1.0
859,inconceivable,1,15,train,0.9910714285714286
860,inconceivable,1,16,improbable,0.6071428571428571
861,inconceivable,1,16,impossible,0.7857142857142857
862,inconceivable,1,16,inconceivable,0.9285714285714286
863,inconceivable,1,16,syntactic,1.0
864,inconceivable,1,16,train,0.9821428571428571
865,inconceivable,1,17,improbable,0.6428571428571429
866,inconceivable,1,17,impossible,0.75
867,inconceivable,1,17,inconceivable,0.9285714285714286
868,inconceivable,1,17,syntactic,1.0
869,inconceivable,1,17,train,0.9732142857142857
870,inconceivable,1,18,improbable,0.6785714285714286
871,inconceivable,1,18,impossible,0.7857142857142857
872,inconceivable,1,18,inconceivable,0.9285714285714286
873,inconceivable,1,18,syntactic,1.0
874,inconceivable,1,18,train,0.9732142857142857
875,inconceivable,1,19,improbable,0.6071428571428571
876,inconceivable,1,19,impossible,0.7857142857142857
877,inconceivable,1,19,inconceivable,0.9285714285714286
878,inconceivable,1,19,syntactic,1.0
879,inconceivable,1,19,train,0.9464285714285714
880,inconceivable,1,20,improbable,0.6785714285714286
881,inconceivable,1,20,impossible,0.8214285714285714
882,inconceivable,1,20,inconceivable,0.9285714285714286
883,inconceivable,1,20,syntactic,1.0
884,inconceivable,1,20,train,0.9732142857142857
885,inconceivable,1,21,improbable,0.4642857142857143
886,inconceivable,1,21,impossible,0.8928571428571429
887,inconceivable,1,21,inconceivable,1.0
888,inconceivable,1,21,syntactic,0.9642857142857143
889,inconceivable,1,21,train,0.9821428571428571
890,inconceivable,1,22,improbable,0.5
891,inconceivable,1,22,impossible,0.7857142857142857
892,inconceivable,1,22,inconceivable,0.9642857142857143
893,inconceivable,1,22,syntactic,1.0
894,inconceivable,1,22,train,0.9732142857142857
895,inconceivable,1,23,improbable,0.6071428571428571
896,inconceivable,1,23,impossible,0.8571428571428571
897,inconceivable,1,23,inconceivable,0.9642857142857143
898,inconceivable,1,23,syntactic,1.0
899,inconceivable,1,23,train,0.9732142857142857
900,inconceivable,1,24,improbable,0.5357142857142857
901,inconceivable,1,24,impossible,0.8214285714285714
902,inconceivable,1,24,inconceivable,0.9642857142857143
903,inconceivable,1,24,syntactic,0.9642857142857143
904,inconceivable,1,24,train,0.9732142857142857
905,inconceivable,1,25,improbable,0.6785714285714286
906,inconceivable,1,25,impossible,0.7857142857142857
907,inconceivable,1,25,inconceivable,1.0
908,inconceivable,1,25,syntactic,0.9642857142857143
909,inconceivable,1,25,train,0.9732142857142857
910,syntactic,1,0,improbable,0.35714285714285715
911,syntactic,1,0,impossible,0.5
912,syntactic,1,0,inconceivable,0.5
913,syntactic,1,0,syntactic,1.0
914,syntactic,1,0,train,0.9910714285714286
915,syntactic,1,1,improbable,0.4642857142857143
916,syntactic,1,1,impossible,0.5357142857142857
917,syntactic,1,1,inconceivable,0.75
918,syntactic,1,1,syntactic,1.0
919,syntactic,1,1,train,0.9910714285714286
920,syntactic,1,2,improbable,0.4642857142857143
921,syntactic,1,2,impossible,0.42857142857142855
922,syntactic,1,2,inconceivable,0.6428571428571429
923,syntactic,1,2,syntactic,1.0
924,syntactic,1,2,train,0.9910714285714286
925,syntactic,1,3,improbable,0.4642857142857143
926,syntactic,1,3,impossible,0.5714285714285714
927,syntactic,1,3,inconceivable,0.8214285714285714
928,syntactic,1,3,syntactic,1.0
929,syntactic,1,3,train,1.0
930,syntactic,1,4,improbable,0.5
931,syntactic,1,4,impossible,0.5
932,syntactic,1,4,inconceivable,0.9285714285714286
933,syntactic,1,4,syntactic,1.0
934,syntactic,1,4,train,1.0
935,syntactic,1,5,improbable,0.6071428571428571
936,syntactic,1,5,impossible,0.5
937,syntactic,1,5,inconceivable,0.9285714285714286
938,syntactic,1,5,syntactic,1.0
939,syntactic,1,5,train,1.0
940,syntactic,1,6,improbable,0.6428571428571429
941,syntactic,1,6,impossible,0.6428571428571429
942,syntactic,1,6,inconceivable,0.9642857142857143
943,syntactic,1,6,syntactic,1.0
944,syntactic,1,6,train,1.0
945,syntactic,1,7,improbable,0.4642857142857143
946,syntactic,1,7,impossible,0.6428571428571429
947,syntactic,1,7,inconceivable,0.9642857142857143
948,syntactic,1,7,syntactic,1.0
949,syntactic,1,7,train,1.0
950,syntactic,1,8,improbable,0.5357142857142857
951,syntactic,1,8,impossible,0.6785714285714286
952,syntactic,1,8,inconceivable,0.9642857142857143
953,syntactic,1,8,syntactic,1.0
954,syntactic,1,8,train,1.0
955,syntactic,1,9,improbable,0.5357142857142857
956,syntactic,1,9,impossible,0.6071428571428571
957,syntactic,1,9,inconceivable,0.9642857142857143
958,syntactic,1,9,syntactic,1.0
959,syntactic,1,9,train,1.0
960,syntactic,1,10,improbable,0.32142857142857145
961,syntactic,1,10,impossible,0.7142857142857143
962,syntactic,1,10,inconceivable,0.9642857142857143
963,syntactic,1,10,syntactic,1.0
964,syntactic,1,10,train,1.0
965,syntactic,1,11,improbable,0.5714285714285714
966,syntactic,1,11,impossible,0.8571428571428571
967,syntactic,1,11,inconceivable,0.9642857142857143
968,syntactic,1,11,syntactic,1.0
969,syntactic,1,11,train,1.0
970,syntactic,1,12,improbable,0.6785714285714286
971,syntactic,1,12,impossible,0.7142857142857143
972,syntactic,1,12,inconceivable,0.9642857142857143
973,syntactic,1,12,syntactic,1.0
974,syntactic,1,12,train,1.0
975,syntactic,1,13,improbable,0.5
976,syntactic,1,13,impossible,0.75
977,syntactic,1,13,inconceivable,0.9285714285714286
978,syntactic,1,13,syntactic,1.0
979,syntactic,1,13,train,1.0
980,syntactic,1,14,improbable,0.6071428571428571
981,syntactic,1,14,impossible,0.6428571428571429
982,syntactic,1,14,inconceivable,0.9642857142857143
983,syntactic,1,14,syntactic,1.0
984,syntactic,1,14,train,1.0
985,syntactic,1,15,improbable,0.5
986,syntactic,1,15,impossible,0.6785714285714286
987,syntactic,1,15,inconceivable,0.9285714285714286
988,syntactic,1,15,syntactic,1.0
989,syntactic,1,15,train,1.0
990,syntactic,1,16,improbable,0.4642857142857143
991,syntactic,1,16,impossible,0.7142857142857143
992,syntactic,1,16,inconceivable,0.9285714285714286
993,syntactic,1,16,syntactic,1.0
994,syntactic,1,16,train,1.0
995,syntactic,1,17,improbable,0.6428571428571429
996,syntactic,1,17,impossible,0.6071428571428571
997,syntactic,1,17,inconceivable,0.9285714285714286
998,syntactic,1,17,syntactic,1.0
999,syntactic,1,17,train,1.0
1000,syntactic,1,18,improbable,0.6071428571428571
1001,syntactic,1,18,impossible,0.6785714285714286
1002,syntactic,1,18,inconceivable,0.9285714285714286
1003,syntactic,1,18,syntactic,1.0
1004,syntactic,1,18,train,1.0
1005,syntactic,1,19,improbable,0.6785714285714286
1006,syntactic,1,19,impossible,0.6785714285714286
1007,syntactic,1,19,inconceivable,0.9285714285714286
1008,syntactic,1,19,syntactic,1.0
1009,syntactic,1,19,train,1.0
1010,syntactic,1,20,improbable,0.5
1011,syntactic,1,20,impossible,0.6428571428571429
1012,syntactic,1,20,inconceivable,0.9285714285714286
1013,syntactic,1,20,syntactic,1.0
1014,syntactic,1,20,train,1.0
1015,syntactic,1,21,improbable,0.4642857142857143
1016,syntactic,1,21,impossible,0.75
1017,syntactic,1,21,inconceivable,0.9285714285714286
1018,syntactic,1,21,syntactic,1.0
1019,syntactic,1,21,train,1.0
1020,syntactic,1,22,improbable,0.42857142857142855
1021,syntactic,1,22,impossible,0.75
1022,syntactic,1,22,inconceivable,0.9642857142857143
1023,syntactic,1,22,syntactic,1.0
1024,syntactic,1,22,train,1.0
1025,syntactic,1,23,improbable,0.5
1026,syntactic,1,23,impossible,0.75
1027,syntactic,1,23,inconceivable,0.9642857142857143
1028,syntactic,1,23,syntactic,1.0
1029,syntactic,1,23,train,1.0
1030,syntactic,1,24,improbable,0.5357142857142857
1031,syntactic,1,24,impossible,0.7857142857142857
1032,syntactic,1,24,inconceivable,1.0
1033,syntactic,1,24,syntactic,0.9642857142857143
1034,syntactic,1,24,train,1.0
1035,syntactic,1,25,improbable,0.6785714285714286
1036,syntactic,1,25,impossible,0.8571428571428571
1037,syntactic,1,25,inconceivable,0.9285714285714286
1038,syntactic,1,25,syntactic,0.9642857142857143
1039,syntactic,1,25,train,0.9910714285714286
1040,improbable,2,0,improbable,0.39285714285714285
1041,improbable,2,0,impossible,0.4642857142857143
1042,improbable,2,0,inconceivable,0.5357142857142857
1043,improbable,2,0,syntactic,0.5357142857142857
1044,improbable,2,0,train,0.7767857142857143
1045,improbable,2,1,improbable,0.4642857142857143
1046,improbable,2,1,impossible,0.5357142857142857
1047,improbable,2,1,inconceivable,0.6428571428571429
1048,improbable,2,1,syntactic,0.6428571428571429
1049,improbable,2,1,train,0.8125
1050,improbable,2,2,improbable,0.5714285714285714
1051,improbable,2,2,impossible,0.6428571428571429
1052,improbable,2,2,inconceivable,0.6785714285714286
1053,improbable,2,2,syntactic,0.7857142857142857
1054,improbable,2,2,train,0.7767857142857143
1055,improbable,2,3,improbable,0.6071428571428571
1056,improbable,2,3,impossible,0.7142857142857143
1057,improbable,2,3,inconceivable,0.75
1058,improbable,2,3,syntactic,0.8214285714285714
1059,improbable,2,3,train,0.7767857142857143
1060,improbable,2,4,improbable,0.6785714285714286
1061,improbable,2,4,impossible,0.6785714285714286
1062,improbable,2,4,inconceivable,0.7857142857142857
1063,improbable,2,4,syntactic,0.8571428571428571
1064,improbable,2,4,train,0.8035714285714286
1065,improbable,2,5,improbable,0.5714285714285714
1066,improbable,2,5,impossible,0.7857142857142857
1067,improbable,2,5,inconceivable,0.8214285714285714
1068,improbable,2,5,syntactic,0.8928571428571429
1069,improbable,2,5,train,0.8125
1070,improbable,2,6,improbable,0.6428571428571429
1071,improbable,2,6,impossible,0.8571428571428571
1072,improbable,2,6,inconceivable,0.8571428571428571
1073,improbable,2,6,syntactic,0.8928571428571429
1074,improbable,2,6,train,0.7767857142857143
1075,improbable,2,7,improbable,0.7142857142857143
1076,improbable,2,7,impossible,0.8214285714285714
1077,improbable,2,7,inconceivable,0.7857142857142857
1078,improbable,2,7,syntactic,0.6428571428571429
1079,improbable,2,7,train,0.8392857142857143
1080,improbable,2,8,improbable,0.8571428571428571
1081,improbable,2,8,impossible,0.75
1082,improbable,2,8,inconceivable,0.7857142857142857
1083,improbable,2,8,syntactic,0.8571428571428571
1084,improbable,2,8,train,0.7946428571428571
1085,improbable,2,9,improbable,0.75
1086,improbable,2,9,impossible,0.8571428571428571
1087,improbable,2,9,inconceivable,0.8928571428571429
1088,improbable,2,9,syntactic,0.8571428571428571
1089,improbable,2,9,train,0.7857142857142857
1090,improbable,2,10,improbable,0.7857142857142857
1091,improbable,2,10,impossible,0.8928571428571429
1092,improbable,2,10,inconceivable,0.8928571428571429
1093,improbable,2,10,syntactic,0.8571428571428571
1094,improbable,2,10,train,0.8303571428571429
1095,improbable,2,11,improbable,0.6071428571428571
1096,improbable,2,11,impossible,0.8928571428571429
1097,improbable,2,11,inconceivable,0.8928571428571429
1098,improbable,2,11,syntactic,0.8928571428571429
1099,improbable,2,11,train,0.8660714285714286
1100,improbable,2,12,improbable,0.7857142857142857
1101,improbable,2,12,impossible,0.8214285714285714
1102,improbable,2,12,inconceivable,0.8928571428571429
1103,improbable,2,12,syntactic,0.9285714285714286
1104,improbable,2,12,train,0.8214285714285714
1105,improbable,2,13,improbable,0.6785714285714286
1106,improbable,2,13,impossible,0.8928571428571429
1107,improbable,2,13,inconceivable,0.8214285714285714
1108,improbable,2,13,syntactic,0.8214285714285714
1109,improbable,2,13,train,0.8214285714285714
1110,improbable,2,14,improbable,0.7142857142857143
1111,improbable,2,14,impossible,0.8928571428571429
1112,improbable,2,14,inconceivable,0.9285714285714286
1113,improbable,2,14,syntactic,0.8928571428571429
1114,improbable,2,14,train,0.8392857142857143
1115,improbable,2,15,improbable,0.6785714285714286
1116,improbable,2,15,impossible,0.9285714285714286
1117,improbable,2,15,inconceivable,0.8571428571428571
1118,improbable,2,15,syntactic,0.75
1119,improbable,2,15,train,0.8214285714285714
1120,improbable,2,16,improbable,0.75
1121,improbable,2,16,impossible,0.9642857142857143
1122,improbable,2,16,inconceivable,0.8571428571428571
1123,improbable,2,16,syntactic,0.75
1124,improbable,2,16,train,0.7857142857142857
1125,improbable,2,17,improbable,0.6785714285714286
1126,improbable,2,17,impossible,0.9642857142857143
1127,improbable,2,17,inconceivable,0.8928571428571429
1128,improbable,2,17,syntactic,0.9285714285714286
1129,improbable,2,17,train,0.7767857142857143
1130,improbable,2,18,improbable,0.7857142857142857
1131,improbable,2,18,impossible,0.8214285714285714
1132,improbable,2,18,inconceivable,0.8571428571428571
1133,improbable,2,18,syntactic,0.75
1134,improbable,2,18,train,0.8571428571428571
1135,improbable,2,19,improbable,0.6071428571428571
1136,improbable,2,19,impossible,0.8571428571428571
1137,improbable,2,19,inconceivable,0.8214285714285714
1138,improbable,2,19,syntactic,0.8928571428571429
1139,improbable,2,19,train,0.875
1140,improbable,2,20,improbable,0.6428571428571429
1141,improbable,2,20,impossible,0.8928571428571429
1142,improbable,2,20,inconceivable,0.8214285714285714
1143,improbable,2,20,syntactic,0.8214285714285714
1144,improbable,2,20,train,0.7946428571428571
1145,improbable,2,21,improbable,0.75
1146,improbable,2,21,impossible,0.8571428571428571
1147,improbable,2,21,inconceivable,0.8214285714285714
1148,improbable,2,21,syntactic,0.8214285714285714
1149,improbable,2,21,train,0.8035714285714286
1150,improbable,2,22,improbable,0.6071428571428571
1151,improbable,2,22,impossible,0.75
1152,improbable,2,22,inconceivable,0.7142857142857143
1153,improbable,2,22,syntactic,0.8571428571428571
1154,improbable,2,22,train,0.8303571428571429
1155,improbable,2,23,improbable,0.6428571428571429
1156,improbable,2,23,impossible,0.7142857142857143
1157,improbable,2,23,inconceivable,0.8928571428571429
1158,improbable,2,23,syntactic,0.9285714285714286
1159,improbable,2,23,train,0.7857142857142857
1160,improbable,2,24,improbable,0.7142857142857143
1161,improbable,2,24,impossible,0.9285714285714286
1162,improbable,2,24,inconceivable,0.8214285714285714
1163,improbable,2,24,syntactic,0.8928571428571429
1164,improbable,2,24,train,0.7946428571428571
1165,improbable,2,25,improbable,0.7142857142857143
1166,improbable,2,25,impossible,0.8214285714285714
1167,improbable,2,25,inconceivable,0.8214285714285714
1168,improbable,2,25,syntactic,0.8928571428571429
1169,improbable,2,25,train,0.8660714285714286
1170,impossible,2,0,improbable,0.7142857142857143
1171,impossible,2,0,impossible,0.6428571428571429
1172,impossible,2,0,inconceivable,0.5
1173,impossible,2,0,syntactic,0.6071428571428571
1174,impossible,2,0,train,0.8125
1175,impossible,2,1,improbable,0.6785714285714286
1176,impossible,2,1,impossible,0.6785714285714286
1177,impossible,2,1,inconceivable,0.7142857142857143
1178,impossible,2,1,syntactic,0.7142857142857143
1179,impossible,2,1,train,0.7767857142857143
1180,impossible,2,2,improbable,0.5714285714285714
1181,impossible,2,2,impossible,0.42857142857142855
1182,impossible,2,2,inconceivable,0.6428571428571429
1183,impossible,2,2,syntactic,0.75
1184,impossible,2,2,train,0.8035714285714286
1185,impossible,2,3,improbable,0.5
1186,impossible,2,3,impossible,0.6428571428571429
1187,impossible,2,3,inconceivable,0.8214285714285714
1188,impossible,2,3,syntactic,0.9285714285714286
1189,impossible,2,3,train,0.8303571428571429
1190,impossible,2,4,improbable,0.6071428571428571
1191,impossible,2,4,impossible,0.5714285714285714
1192,impossible,2,4,inconceivable,0.8928571428571429
1193,impossible,2,4,syntactic,0.9642857142857143
1194,impossible,2,4,train,0.8482142857142857
1195,impossible,2,5,improbable,0.7142857142857143
1196,impossible,2,5,impossible,0.8928571428571429
1197,impossible,2,5,inconceivable,0.9285714285714286
1198,impossible,2,5,syntactic,0.9285714285714286
1199,impossible,2,5,train,0.8839285714285714
1200,impossible,2,6,improbable,0.6428571428571429
1201,impossible,2,6,impossible,0.9285714285714286
1202,impossible,2,6,inconceivable,0.9285714285714286
1203,impossible,2,6,syntactic,0.9642857142857143
1204,impossible,2,6,train,0.8303571428571429
1205,impossible,2,7,improbable,0.7857142857142857
1206,impossible,2,7,impossible,0.9285714285714286
1207,impossible,2,7,inconceivable,0.9642857142857143
1208,impossible,2,7,syntactic,0.9285714285714286
1209,impossible,2,7,train,0.875
1210,impossible,2,8,improbable,0.6428571428571429
1211,impossible,2,8,impossible,0.8571428571428571
1212,impossible,2,8,inconceivable,0.9285714285714286
1213,impossible,2,8,syntactic,0.8571428571428571
1214,impossible,2,8,train,0.8660714285714286
1215,impossible,2,9,improbable,0.6785714285714286
1216,impossible,2,9,impossible,0.8571428571428571
1217,impossible,2,9,inconceivable,0.9285714285714286
1218,impossible,2,9,syntactic,0.9285714285714286
1219,impossible,2,9,train,0.9196428571428571
1220,impossible,2,10,improbable,0.6071428571428571
1221,impossible,2,10,impossible,0.8928571428571429
1222,impossible,2,10,inconceivable,0.9642857142857143
