layer,split,accuracy
1,0,0.6428571428571429
1,1,0.35714285714285715
1,2,0.6428571428571429
1,3,0.7142857142857143
1,4,0.5714285714285714
2,0,0.6428571428571428
2,1,0.7142857142857143
2,2,0.5
2,3,0.7857142857142857
2,4,0.5714285714285714
3,0,0.6428571428571429
3,1,0.6428571428571429
3,2,0.6428571428571429
3,3,0.6428571428571429
3,4,0.8571428571428571
4,0,0.5714285714285714
4,1,0.6428571428571428
4,2,0.2142857142857143
4,3,0.7142857142857143
4,4,0.4285714285714286
5,0,0.8571428571428572
5,1,0.8571428571428572
5,2,0.7142857142857143
5,3,0.8571428571428572
5,4,0.7857142857142857
6,0,0.6428571428571429
6,1,0.7857142857142857
6,2,0.7857142857142857
6,3,0.8571428571428571
6,4,0.7857142857142857
7,0,0.8571428571428571
7,1,0.8571428571428571
7,2,0.8571428571428571
7,3,0.9285714285714286
7,4,0.8571428571428571
8,0,0.7142857142857143
8,1,0.6428571428571428
8,2,0.6428571428571428
8,3,0.7857142857142857
8,4,0.7142857142857143
9,0,0.35714285714285715
9,1,0.5714285714285714
9,2,0.7142857142857143
9,3,0.35714285714285715
9,4,0.6428571428571429
10,0,0.5714285714285714
10,1,0.5
10,2,0.3571428571428571
10,3,0.7857142857142857
10,4,0.5
11,0,0.6428571428571428
11,1,0.8571428571428572
11,2,0.7142857142857143
11,3,0.7142857142857143
11,4,0.7857142857142857
12,0,0.7142857142857143
12,1,0.7142857142857143
12,2,0.5714285714285714
12,3,0.8571428571428572
12,4,0.6428571428571428
13,0,0.7857142857142857
13,1,0.8571428571428572
13,2,0.6428571428571428
13,3,1.0
13,4,0.7142857142857143
14,0,0.4285714285714286
14,1,0.5714285714285714
14,2,0.2857142857142857
14,3,0.6428571428571428
14,4,0.6428571428571428
15,0,0.6428571428571428
15,1,0.5
15,2,0.6428571428571428
15,3,0.7857142857142857
15,4,1.0
16,0,0.9285714285714286
16,1,0.9285714285714286
16,2,0.7142857142857143
16,3,1.0
16,4,0.9285714285714286
17,0,0.42857142857142855
17,1,0.42857142857142855
17,2,0.5714285714285714
17,3,0.42857142857142855
17,4,0.7142857142857143
18,0,0.5714285714285714
18,1,0.7142857142857143
18,2,0.4285714285714286
18,3,0.7142857142857143
18,4,0.2857142857142857
19,0,0.42857142857142855
19,1,0.5
19,2,0.5
19,3,0.42857142857142855
19,4,0.6428571428571429
20,0,0.9285714285714286
20,1,0.8571428571428572
20,2,0.7142857142857143
20,3,1.0
20,4,0.7857142857142857
21,0,0.5
21,1,0.42857142857142855
21,2,0.6428571428571429
21,3,0.42857142857142855
21,4,0.5714285714285714
22,0,0.5
22,1,0.5714285714285714
22,2,0.4285714285714286
22,3,0.6428571428571428
22,4,0.5
23,0,0.4285714285714286
23,1,0.5
23,2,0.6428571428571428
23,3,0.7142857142857143
23,4,0.5
24,0,0.8571428571428572
24,1,0.7142857142857143
24,2,0.7857142857142857
24,3,0.7857142857142857
24,4,0.6428571428571428
25,0,0.2857142857142857
25,1,0.8571428571428571
25,2,0.7142857142857143
25,3,0.2857142857142857
25,4,0.5
26,0,0.5714285714285714
26,1,0.5
26,2,0.5
26,3,0.5714285714285714
26,4,0.5
27,0,0.6428571428571429
27,1,0.6428571428571429
27,2,0.8571428571428571
27,3,0.5714285714285714
27,4,0.5714285714285714
28,0,0.5714285714285714
28,1,0.7142857142857143
28,2,0.6428571428571429
28,3,0.5714285714285714
28,4,0.8571428571428571
29,0,0.5714285714285714
29,1,0.4285714285714286
29,2,0.5
29,3,0.6428571428571428
29,4,0.6428571428571428
30,0,0.42857142857142855
30,1,0.6428571428571429
30,2,0.6428571428571429
30,3,0.5
30,4,0.8571428571428571
31,0,0.5
31,1,0.6428571428571429
31,2,0.5714285714285714
31,3,0.5714285714285714
31,4,0.7857142857142857
32,0,0.7142857142857143
32,1,0.5
32,2,0.5714285714285714
32,3,0.7142857142857143
32,4,0.4285714285714286
