layer,split,accuracy
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
1,0,0.5714285714285714
1,1,0.42857142857142855
1,2,0.6428571428571429
1,3,0.2857142857142857
1,4,0.6428571428571429
2,0,0.7142857142857143
2,1,0.6428571428571429
2,2,0.7857142857142857
2,3,0.21428571428571427
2,4,0.7142857142857143
3,0,0.8571428571428571
3,1,0.6428571428571429
3,2,0.6428571428571429
3,3,0.5
3,4,0.7857142857142857
4,0,0.8571428571428571
4,1,0.5714285714285714
4,2,0.6428571428571429
4,3,0.5714285714285714
4,4,0.8571428571428571
5,0,0.9285714285714286
5,1,0.6428571428571429
5,2,0.7142857142857143
5,3,0.7857142857142857
5,4,0.7857142857142857
6,0,1.0
6,1,0.6428571428571429
6,2,0.7142857142857143
6,3,0.7857142857142857
6,4,0.8571428571428571
7,0,1.0
7,1,0.7142857142857143
7,2,0.7142857142857143
7,3,0.7857142857142857
7,4,0.8571428571428571
8,0,0.9285714285714286
8,1,0.7142857142857143
8,2,0.8571428571428571
8,3,0.7857142857142857
8,4,0.8571428571428571
9,0,0.9285714285714286
9,1,0.6428571428571429
9,2,0.7857142857142857
9,3,0.7142857142857143
9,4,0.8571428571428571
10,0,0.9285714285714286
10,1,0.7142857142857143
10,2,0.7857142857142857
10,3,0.7857142857142857
10,4,0.8571428571428571
11,0,0.9285714285714286
11,1,0.8571428571428571
11,2,0.7857142857142857
11,3,0.7857142857142857
11,4,0.9285714285714286
12,0,0.9285714285714286
12,1,0.8571428571428571
12,2,0.7857142857142857
12,3,0.8571428571428571
12,4,0.9285714285714286
13,0,0.9285714285714286
13,1,0.9285714285714286
13,2,0.7857142857142857
13,3,0.9285714285714286
13,4,0.9285714285714286
14,0,0.9285714285714286
14,1,0.9285714285714286
14,2,0.8571428571428571
14,3,0.9285714285714286
14,4,0.9285714285714286
15,0,0.9285714285714286
15,1,0.8571428571428571
15,2,0.8571428571428571
15,3,0.8571428571428571
15,4,1.0
16,0,0.9285714285714286
16,1,0.8571428571428571
16,2,0.8571428571428571
16,3,0.9285714285714286
16,4,0.9285714285714286
17,0,0.9285714285714286
17,1,0.7857142857142857
17,2,0.8571428571428571
17,3,0.9285714285714286
17,4,0.9285714285714286
18,0,0.8571428571428571
18,1,0.7857142857142857
18,2,0.7857142857142857
18,3,0.9285714285714286
18,4,0.9285714285714286
19,0,0.7142857142857143
19,1,0.7857142857142857
19,2,0.7857142857142857
19,3,0.9285714285714286
19,4,0.9285714285714286
20,0,0.7142857142857143
20,1,0.7857142857142857
20,2,0.7857142857142857
20,3,0.9285714285714286
20,4,0.9285714285714286
21,0,0.7142857142857143
21,1,0.7857142857142857
21,2,0.7857142857142857
21,3,0.9285714285714286
21,4,0.9285714285714286
22,0,0.7142857142857143
22,1,0.7857142857142857
22,2,0.7857142857142857
22,3,0.9285714285714286
22,4,0.9285714285714286
23,0,0.7142857142857143
23,1,0.7142857142857143
23,2,0.7857142857142857
23,3,0.9285714285714286
23,4,0.9285714285714286
24,0,0.7142857142857143
24,1,0.7142857142857143
24,2,0.7857142857142857
24,3,0.9285714285714286
24,4,0.8571428571428571
25,0,0.7142857142857143
25,1,0.7142857142857143
25,2,0.7857142857142857
25,3,0.9285714285714286
25,4,0.8571428571428571
26,0,0.7142857142857143
26,1,0.7142857142857143
26,2,0.7857142857142857
26,3,0.9285714285714286
26,4,0.8571428571428571
27,0,0.7142857142857143
27,1,0.7142857142857143
27,2,0.7857142857142857
27,3,0.9285714285714286
27,4,0.8571428571428571
28,0,0.7142857142857143
28,1,0.7142857142857143
28,2,0.7857142857142857
28,3,0.9285714285714286
28,4,0.8571428571428571
29,0,0.7142857142857143
29,1,0.7142857142857143
29,2,0.7857142857142857
29,3,0.9285714285714286
29,4,0.8571428571428571
30,0,0.7142857142857143
30,1,0.7142857142857143
30,2,0.7857142857142857
30,3,0.9285714285714286
30,4,0.8571428571428571
31,0,0.7142857142857143
31,1,0.7142857142857143
31,2,0.7857142857142857
31,3,0.9285714285714286
31,4,0.8571428571428571
32,0,0.7142857142857143
32,1,0.7857142857142857
32,2,0.7857142857142857
32,3,0.9285714285714286
32,4,0.8571428571428571
33,0,0.7142857142857143
33,1,0.7857142857142857
33,2,0.7857142857142857
33,3,0.9285714285714286
33,4,0.8571428571428571
34,0,0.7142857142857143
34,1,0.7857142857142857
34,2,0.7857142857142857
34,3,0.9285714285714286
34,4,0.8571428571428571
35,0,0.7142857142857143
35,1,0.7857142857142857
35,2,0.7857142857142857
35,3,0.9285714285714286
35,4,0.8571428571428571
36,0,0.7142857142857143
36,1,0.7857142857142857
36,2,0.7857142857142857
36,3,0.9285714285714286
36,4,0.8571428571428571
37,0,0.7857142857142857
37,1,0.7857142857142857
37,2,0.7857142857142857
37,3,0.9285714285714286
37,4,0.8571428571428571
38,0,0.8571428571428571
38,1,0.7857142857142857
38,2,0.7857142857142857
38,3,0.9285714285714286
38,4,0.8571428571428571
39,0,0.8571428571428571
39,1,0.8571428571428571
39,2,0.7857142857142857
39,3,0.9285714285714286
39,4,0.7857142857142857
40,0,0.7857142857142857
40,1,0.7142857142857143
40,2,0.7857142857142857
40,3,0.9285714285714286
40,4,0.8571428571428571
